title,artist,track_id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
The Gift - Mark Knight Remix,"Mike Mago, Mark Knight",0QDNZZZQYPKMU95tmborGM,house,0.642,0.954,6,-6.313,1,0.0998,0.05,0.412,0.102,0.509,124.045,15
Use Me Again (And Again),Tom Trago,6GCA4mop7cqrqFkyqMjmMF,house,0.692,0.738,0,-6.028,1,0.0894,0.00293,0.0658,0.581,0.561,123.987,17
Still In Love (feat. Navasha Daya) - Alaia & Gallo Remix,"Shuya Okino, Navasha Daya, Alaia & Gallo",2bAPeQJu94rhn1qXOseD4S,house,0.772,0.721,3,-5.332,0,0.0519,0.000472,0.636,0.0689,0.818,123.012,5
Antibodies - Dombresky & Boston Bun Remix,"Tensnake, Cara Melín, Dombresky, Boston Bun",65inYRk3nCPdMAhmUOsGGg,house,0.735,0.898,10,-4.914,1,0.0462,0.0129,0.071,0.0168,0.646,123.012,19
Starlight,"The Supermen Lovers, Mani Hoffman",5luWJxS799LLp2e88RffUx,house,0.706,0.661,0,-5.126,1,0.034,0.000411,0.0514,0.139,0.642,127.48,22
Hold On To Your Heart,"R Plus, Faithless, Amelia Fox",4XgjX7jkadTfNL1tKb7VDB,house,0.765,0.83,8,-5.362,0,0.0308,0.0181,0.00102,0.108,0.782,124.004,12
Full Capacity - Joris Voorn Remix,"Infinity Ink, Joris Voorn",5LDTvvR7269XVQCODUphvl,house,0.77,0.74,3,-9.531,0,0.0434,0.037,0.706,0.0715,0.639,126.004,5
Set Your Body Free,Infinity Ink,5zRjwqu0f11ipXQbWhWukH,house,0.845,0.739,7,-8.113,1,0.0747,0.0611,0.672,0.072,0.604,124.03,15
Relax,"Hannah Wants, Jey Kurmis",249PALpZHLGHcNwriyFg9Y,house,0.885,0.386,11,-10.744,0,0.169,0.00102,0.76,0.0825,0.462,125.995,5
Do It To It,"ACRAZE, Cherish",20on25jryn53hWghthWWW3,house,0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,12
Windows,"Sil, Olav Basoski",5NbLSgcwOt0yVfXc4ovfvh,house,0.67,0.944,1,-5.65,0,0.0434,0.133,0.914,0.11,0.679,126.893,5
Nine to Phife,"Robosonic, Ferreck Dawn",5kjaTmWdlNVj4fnphg16oc,house,0.832,0.908,11,-7.602,0,0.129,0.0172,0.656,0.574,0.812,122.994,10
Jupiter - Theo Kottis Remix,"Shadow Child, Theo Kottis",7vstS3eSdDPpQ0KIpCu9E0,house,0.64,0.799,0,-5.888,0,0.0311,0.000101,0.912,0.0837,0.611,124.978,5
Forever Man (How Many Times) - Hott Like Detroit Remix,"Beatchuggers, Hott Like Detroit",2NGrAKfuoLB0K5VM4hilMC,house,0.733,0.966,7,-6.324,1,0.0811,0.0524,0.293,0.383,0.827,125.997,17
Your Dreams,Low Steppa,5M5TCPGgMZxzRN3tOCOoGd,house,0.663,0.838,1,-4.988,0,0.0561,0.00179,0.000142,0.344,0.665,124.997,7
Take Me Higher,Mischa Daniels,234rGK6YnRVdYzhwezYzgt,house,0.663,0.967,4,-6.377,0,0.0435,0.00189,0.782,0.402,0.804,130.001,5
I'm Lonely,Hollis P. Monroe,5Co13SpEWyzY8gnd70OJec,house,0.731,0.726,7,-10.257,1,0.0519,0.429,0.461,0.0811,0.487,128.997,15
Most Wanted,"Alan Braxe, Fred Falke",2M19mWHjEiIEfO4xxVPsWY,house,0.758,0.943,5,-6.779,1,0.0429,0.309,0.835,0.0971,0.314,118.374,9
Only Love Can Set U-Free - Bicep Remix,Dyone,1LGKBU1sGrGabC5c8gzBuj,house,0.661,0.894,10,-6.463,0,0.0623,0.0773,0.962,0.07,0.56,121.986,5
Playa,Andrea Oliva,3KEI9M1wRM806w78jZPPiA,house,0.819,0.84,6,-6.969,0,0.042,0.0162,0.916,0.263,0.779,123.997,5
Make It Right,"Huxley, Hauswerks",6iNlfHNYaRwwrKgZAxtQ2V,house,0.737,0.777,10,-10.181,0,0.0625,0.00435,0.947,0.0792,0.703,125.01,5
I Feel Loved - Danny Tenaglia's Labor Of Love Dub Edit,Depeche Mode,2ay7ZuAj1h34vDMuBuExHv,house,0.728,0.867,1,-6.24,1,0.0499,0.000282,0.77,0.0316,0.572,127.987,9
Feelike,"Robosonic, Mat.Joe, Ashibah",7fY0bziqn03xrBXAI78UFJ,house,0.793,0.814,9,-8.222,0,0.0678,0.0398,0.384,0.144,0.749,125.023,12
How Can I Love You More?,"M People, Sasha",1UgOdhbn3J2fTMd3VID9lG,house,0.664,0.911,9,-7.39,1,0.0385,0.0114,0.0141,0.303,0.765,124.689,19
Perfect Motion - Boys Own Mix,Sunscreem,2NTMO7R45RojClYk13EHVK,house,0.823,0.662,7,-14.669,1,0.0546,0.0103,0.757,0.759,0.916,125.045,21
How Do I Love You - Kai Alce Remix,"Infinity Ink, Yasmin, Kai Alce",1J9KOpfVCfies4sB6f1TCA,house,0.858,0.673,1,-10.28,1,0.0496,0.00728,0.0132,0.0652,0.648,123.007,22
Noemie,Kings Of Tomorrow,7vNDgFEJcAG5oHWqxNUIDF,house,0.498,0.709,7,-7.709,0,0.0287,0.000425,0.956,0.428,0.588,123.042,24
Keep On Rising (feat. Michelle Shellers) - OFFAIAH Remix,"Ian Carey, Michelle Shellers, OFFAIAH",7COd0pAxVedPeQNFHxMvhd,house,0.779,0.776,1,-3.797,0,0.0464,0.00025,0.078,0.342,0.453,124.988,7
Heartbreaker,Crazy P,6MKKPQjpfFxQdbnzM384eK,house,0.896,0.765,3,-7.335,0,0.0419,0.153,0.635,0.114,0.657,120.003,5
Smoke Machine,X-Press 2,5jhALXyNus3dgzfGQEbZRx,house,0.763,0.969,1,-6.698,0,0.0658,0.0225,0.822,0.118,0.165,129.989,24
Down Low - Leftwing : Kody Remix,"Dombresky, Donnie Sloan, Ricky Ducati, Leftwing : Kody",1fznCDNhsQjQqhjQjlgo2j,house,0.703,0.899,11,-4.367,0,0.0365,0.0234,0.00617,0.601,0.809,125.004,10
"The Real Thing - Joy Brothers 7"" Dance Mix","Tony Di Bart, The Joy Brothers",4g52WwOuFnpt34co51qK08,house,0.671,0.656,7,-15.248,0,0.0318,0.0916,0.276,0.308,0.213,128.913,11
Nine Ways - Shadow Child Bak 2 Skool Remix,"JDS, Shadow Child",29L5ejmzIpdlPXkPTdBPNB,house,0.748,0.881,8,-7.692,0,0.0498,0.249,0.313,0.328,0.765,130.016,10
Neptune,Shadow Child,5Etb4kfITKvH5Er47ziHJh,house,0.64,0.965,10,-6.473,0,0.0372,0.00452,0.854,0.466,0.469,127.99,24
Dreamlover - Def Club Mix,Mariah Carey,06QwAYe68ih7JLn2IjIddb,house,0.771,0.929,7,-9.617,0,0.0358,0.00418,0.0153,0.662,0.63,120.943,10
In Doge We Trust,"Bassjackers, PleasrDAO",0rj0HMecBMDm9Kwo3A1p6O,house,0.87,0.892,11,-3.318,0,0.189,0.212,0.00291,0.118,0.618,121.982,12
Let The Music Play,Mambo Brothers,7LCGiyO8XIsK2Z1YAJkyFs,house,0.718,0.914,8,-6.41,0,0.0336,0.00203,0.212,0.115,0.497,124.438,12
That Sound - Sebastian Ingrosso & Steve Angello Remix,"Steve Lawler, Sebastian Ingrosso, Steve Angello",2PMIYVGIiSdirCDWXGf1u0,house,0.684,0.653,8,-7.559,1,0.0979,0.0223,0.89,0.0561,0.577,128.997,15
On My Mind - Purple Disco Machine Remix,"Diplo, SIDEPIECE, Purple Disco Machine",3ruSBJtsa5dVwbIl7miXBw,house,0.729,0.688,0,-6.397,1,0.0331,0.102,0.0651,0.184,0.744,123.011,22
Around the World - Radio Edit [Radio Edit],Daft Punk,6XKvPNWlmnN0gJejCKm1k7,house,0.934,0.76,7,-5.549,1,0.148,0.00417,0.906,0.0656,0.864,121.302,15
Opium Scumbagz,Olav Basoski,4uX4xAotfac5zJ6k0IHQef,house,0.669,0.973,11,-5.944,0,0.0627,0.00501,0.958,0.0853,0.411,131.973,24
Another Thrill,Junior Jack,04QV2YvsNsnHpa0c11Negy,house,0.541,0.878,1,-6.057,1,0.0728,0.00263,0.914,0.0511,0.494,125.025,9
Pasilda,Afro Medusa,6VQDaTTTHeLUhKaHcDe2Bz,house,0.671,0.741,5,-7.525,0,0.0342,0.0191,0.808,0.272,0.421,127.024,24
The Rush,"Infinity Ink, Mr. V",2Ton5V1XRg5utngqgr2Xe4,house,0.8,0.697,2,-11.037,1,0.0556,0.000207,0.905,0.121,0.291,128.006,9
Night @ The Black - Phil Weeks Ghetto Dub,"Harry Romero, Phil Weeks",2C7pAvPcGKDL01Vqz5jWiL,house,0.806,0.874,10,-7.505,0,0.0544,0.000382,0.816,0.067,0.733,124.998,5
Shining Star - Joe Goddard Remix,Nneka,3zquXjsC5F0e2XHysZqqeq,house,0.845,0.553,8,-7.623,1,0.0441,0.0134,0.249,0.0448,0.426,124.003,2
4AM In London - Harry Romero Remix,"DJ S.K.T, Iris Gold, Harry Romero",5vNLHXhHujVPCWqMH3LdPR,house,0.885,0.861,2,-7.864,1,0.107,0.037,0.484,0.109,0.463,123.985,9
Silver Screen (Shower Scene),Felix Da Housecat,65EBIxct6KqP1Tm5jrOzex,house,0.816,0.747,9,-8.058,1,0.348,0.000323,0.231,0.136,0.389,120.976,6
My House,"Olav Basoski, Stanford",1E1kkF74kE6DhTmoTIrpH0,house,0.714,0.837,0,-5.467,1,0.104,0.000676,0.000172,0.299,0.291,126.005,1
Yo,Purple Disco Machine,2tRJ3cSoJEsssOUYzDCNax,house,0.899,0.862,11,-7.893,0,0.0551,0.0548,0.0193,0.0997,0.455,119.953,12
The Recipe,MistaJam,5s5yHDS2FmGCK6mlp3v7VX,house,0.669,0.766,1,-7.238,1,0.0312,0.0196,0.537,0.195,0.396,123.998,9
These Are Just Places To Me Now,Folamour,5kAwEqCAJ4yHdHmlAMSczs,house,0.767,0.733,0,-9.414,0,0.0476,0.22,0.502,0.0346,0.82,116.991,7
Summer Thing - Kryder Remix,"Dragonette, Sunnery James & Ryan Marciano, Cat Dealers, Bruno Martini, Kryder",6ZlVOd5aEzFnCb10EpZO9K,house,0.708,0.868,0,-5.58,0,0.0415,0.148,0.00795,0.214,0.412,121.981,7
Phreaky MF - Mike Dunn's Phreak MixX,"Mike Dunn, Mr. 69",3FHgjr0dmRhiOJmpffsqRN,house,0.927,0.809,10,-6.266,0,0.0802,0.000378,0.0158,0.068,0.501,117.531,12
R U Sleeping - Stonebridge Remix,"Indo, Stonebridge",6ZlV8i5MGfGH1a2O2fGpkd,house,0.707,0.944,1,-9.581,1,0.0469,0.00484,0.0241,0.0609,0.791,127.693,22
Chime - Edit,Orbital,5LOKOBboMIbi4moxpjuFL5,house,0.726,0.919,8,-13.836,1,0.045,0.000143,0.709,0.0795,0.332,120.952,9
Moving On,"Marc Vedo, Vanilla Ace",0zWvqEFtnRjsfx3OnpbTZh,house,0.815,0.846,7,-7.912,0,0.0548,0.0783,0.533,0.172,0.7,123.969,5
All Mine,D.O.D,07TaW4Uhf8LdF1c6SYChW6,house,0.776,0.746,6,-5.715,0,0.0384,0.0145,0.0825,0.0973,0.263,121.967,11
Do What You Want To Do - JackLNDN Remix,"New Yorker Soul, Shawnee Taylor, jackLNDN",2BxK0mvU8N22RNnhR7c7C8,house,0.621,0.813,10,-7.765,0,0.0362,0.0879,0.367,0.119,0.487,123.013,12
Jump 'n Shout,Basement Jaxx,5VFE07ccwljg2bkOtTcNY1,house,0.851,0.945,11,-5.081,0,0.14,0.00729,0.000591,0.222,0.782,126.823,12
Ricochet,"Low Steppa, Syon",30frLVfcyA05kf8QNWA4gT,house,0.73,0.825,1,-6.161,1,0.055,0.0034,0.000243,0.267,0.308,123.994,1
Muzik X-Press,X-Press 2,01fqNiKlPfYhNMnf3zk0tI,house,0.677,0.931,6,-7.253,1,0.0508,0.0114,0.894,0.113,0.541,124.013,15
Rendez-Vu,Basement Jaxx,5ubitW3qZEqQU3WrooTTYR,house,0.657,0.908,2,-5.478,1,0.0319,0.000896,0.906,0.391,0.531,125.33,9
Revolution 909,Daft Punk,5MWXqasXXDT9n1wdTC0vH1,house,0.745,0.716,11,-7.918,1,0.136,0.0265,0.846,0.246,0.828,126.527,15
Final String,Andrea Oliva,3xolo4zWPJND3wc9mAgmsU,house,0.505,0.968,4,-6.845,0,0.0448,0.0043,0.869,0.0646,0.327,127.997,24
Say U Will (feat. Dajae),"Cajmere, Dajae",0ghk3gccJqbFWvbr1eBiH6,house,0.949,0.49,2,-8.587,1,0.111,0.000455,0.00244,0.101,0.465,124.012,13
Fade (feat. Kimblee) - Grant Nelson Big Room Remix,"Solu Music, KimBlee",2MrqsdUMUzC3a02oQUbkpQ,house,0.614,0.832,4,-5.625,0,0.0473,0.0349,4.01e-05,0.0923,0.66,126.947,7
Pjanoo - Club Mix,Eric Prydz,0noVd1VU93X8TEZMmpR3yN,house,0.663,0.624,7,-6.923,0,0.0324,0.000939,0.888,0.0666,0.63,126.024,5
Outro lugar,Salome de Bahia,3hl5B6GYsN4K5sjfQvx8JD,house,0.743,0.941,4,-5.23,0,0.0419,0.0172,0.0155,0.0394,0.723,128.002,7
Throw,Paperclip People,0ZzsObEfBKJUw55isYqOsp,house,0.859,0.371,8,-11.608,1,0.185,0.0225,0.87,0.09,0.132,127.025,9
The Future Of The Future,"Deep Dish, Everything But The Girl",0PyOCEF2Y3ej860cd23qUO,house,0.69,0.728,9,-8.25,0,0.0471,0.00449,0.00341,0.0581,0.504,122.009,12
The Lover That You Are - Classic Club Mix,"Pulse, Antoinette Roberson",5dn9Np7Q9U2YDSyaN9rMcq,house,0.726,0.606,1,-11.311,0,0.0411,0.000361,0.0751,0.0572,0.73,125.054,7
Can You Handle It,Kamino,0jByc2VpSwni0x5F1z5XI0,house,0.76,0.884,1,-7.333,1,0.0454,0.00122,0.714,0.0404,0.361,125.997,9
Rushing Back,"Infinity Ink, Yasmin",3qbF8CHOLtZUuU8FzXwOM2,house,0.769,0.741,7,-8.998,1,0.047,0.00579,0.0269,0.107,0.56,123.988,19
Stepping Stone,Soundbluntz,3ScAmitxcgBPvgNOCunjcH,house,0.615,0.918,7,-4.968,1,0.0302,8.25e-05,0.702,0.261,0.932,130.054,15
Where's Your Head At,Basement Jaxx,3cJh89D0za2SW705fNBo3b,house,0.61,0.918,0,-4.817,1,0.0298,6.42e-05,0.0853,0.273,0.415,127.864,1
Ride,"Chable, Bonnici",4iJv24Gw0syNuCW0M1Pj8F,house,0.487,0.861,5,-11.457,1,0.0457,0.00176,0.941,0.0679,0.711,127.998,15
Devil in Me,"Purple Disco Machine, Joe Killington, Duane Harden",3kZqrLzuoE54EfHPwappr6,house,0.816,0.674,9,-6.296,1,0.0422,0.0341,0.0,0.33,0.619,119.956,19
I feel for you - Original,Bob Sinclar,3zAU6cqXVFTzz1Yvnw87x1,house,0.658,0.889,8,-4.432,0,0.0435,0.000164,0.0116,0.337,0.501,129.973,10
Strings Of Life - ATFC Remix,"Kanu, Jude & Frank, ATFC",5nTxWj5fCqLEk6nx2hJyHj,house,0.636,0.864,1,-6.365,1,0.0455,0.011,0.454,0.0484,0.755,124.984,22
Every Song - Saffron Stone Remix,"Duvall, bshp, Saffron Stone",6IYc96IGWcxYZv9hBVSl98,house,0.806,0.823,6,-6.103,1,0.0518,0.00262,0.108,0.243,0.468,125.96,19
Pump Up The Jam - Edit,"Technotronic, Felly",0UAEHlFR79k9CJvknSGUNf,house,0.862,0.918,10,-7.325,0,0.108,0.0287,1.15e-06,0.0492,0.651,124.811,12
Music Is The Answer,Celeda,0zHMwxCVtHjnLxoQdg3uOe,house,0.9,0.671,6,-8.583,0,0.0486,0.0317,0.00475,0.1,0.689,124.888,12
U Don't Know Me (feat. Duane Harden),"Armand Van Helden, Duane Harden",0TN9m8rp3ZuNi4JwCKSans,house,0.742,0.756,10,-6.197,1,0.0825,0.0213,0.0227,0.0553,0.81,129.963,19
All I Want (feat. Andrea Martin),"Secondcity, Paul Woolford, Andrea Martin",0WXFAweDUMSLl2YZl8NSTc,house,0.639,0.724,7,-8.94,1,0.0301,0.00385,0.00655,0.0753,0.329,124.075,2
Spread Love,"WSoL, Olav Basoski",3sStt6uW0ZgVY0j76sQqrR,house,0.646,0.794,8,-3.329,0,0.0314,0.00261,0.26,0.0593,0.739,123.869,12
Do You Love What You Feel 2018 - Inner City & House Of Virus Remix,"Inner City, House Of Virus",6PeEleQbzMEXDHIijYvVNi,house,0.559,0.969,4,-5.793,0,0.0525,0.00109,0.939,0.129,0.58,124.035,5
Situation,"Infinity Ink, Cedric Gasaida",2RBKhwns5udznQu3O8fK4s,house,0.66,0.621,5,-9.935,0,0.0464,0.00655,0.158,0.349,0.679,114.011,10
The First Time Free - Claptone Remix,"Ultra Naté, Roland Clark",0BNt1E54JDgCc06Ld5oaQ6,house,0.846,0.603,5,-6.523,0,0.0696,0.000355,0.3,0.11,0.662,120.007,7
Drink to Get Drunk - Different Gear Remix,"Sia, Different Gear",7viHis2RUZCq9IJEE61JIP,house,0.733,0.772,0,-7.864,1,0.0418,1.95e-05,0.621,0.0632,0.54,129.034,9
Every Step,D.O.D,7me5d5XmtCCfbDk3SsyXqM,house,0.662,0.872,0,-4.874,0,0.0318,0.0729,0.016,0.156,0.372,121.989,7
Wish I Didn't Miss You - Pound Boys Stoneface Bootleg Mix,"Angie Stone, Craig C. & Dealer",2lrNboQC01W4scqK5F8bMN,house,0.811,0.796,1,-8.351,1,0.0923,0.000238,0.25,0.0394,0.825,126.992,22
Put 'Em High - StoneBridge & JJ Radio,"StoneBridge, Therese",1UUjgfc8CntFDAMjJIe5sl,house,0.621,0.935,10,-2.893,0,0.0325,0.00106,0.0105,0.456,0.668,127.988,10
All I Do (Radio Edit),Cleptomaniacs,0Wx8C0yiq0Djk9EiPktvXv,house,0.785,0.849,11,-5.982,1,0.0482,0.00713,0.00042,0.34,0.96,125.989,19
Villa Ducato,"Sil, Olav Basoski",7psuU7w3kjDJfhXgmJlcB7,house,0.76,0.966,2,-5.199,1,0.0498,0.00236,0.914,0.155,0.14,125.878,9
Lovely,Soundbluntz,7lAxnTV5kuCPBdpjsCpGFY,house,0.794,0.716,10,-5.61,0,0.157,0.0531,0.00571,0.062,0.757,125.015,12
Automatic - Kraak & Smaak Remix,"Tensnake, Fiora, Kraak & Smaak",3fYD12BRcavYcaTNzlibug,house,0.671,0.858,1,-6.964,1,0.0454,0.00762,0.0431,0.129,0.806,121.009,22
America (I Love America) - Full Length 12 Inch Vocal Mix,Full Intention,07DWtzwUCrPVR23fLixGdR,house,0.579,0.97,9,-5.85,0,0.0366,4.37e-05,0.342,0.133,0.73,125.831,12
The Giver,Duke Dumont,4IlAkGh1ON1Ayrnn5Fu528,house,0.682,0.854,7,-6.5,1,0.137,0.0004,6.2e-05,0.121,0.327,124.001,18
Pushing On - Radio Edit,"Oliver Dollar, Jimi Jules",2hYHeXotP6BcWl2BUnLQfi,house,0.737,0.8,6,-4.46,0,0.0404,0.00275,0.00369,0.0991,0.734,121.985,7
French Kiss,Lil' Louis,7k60waMcIWW5pYOWHErO8j,house,0.769,0.508,6,-13.279,1,0.108,0.172,0.878,0.339,0.566,116.718,15
One Night Away - Arno Cost & Norman Doray Remix,"ARTY, Arno Cost, Norman Doray",2NIvbIE7eXvNC9sZGNKkRM,house,0.689,0.987,5,-4.112,0,0.0573,0.00648,0.554,0.0673,0.699,124.008,5
Alive,"PAX, Gorgon City",3ijMfK5xwJTDdeyJp72mPM,house,0.733,0.693,11,-8.165,1,0.0326,0.0127,0.066,0.089,0.104,126.006,2
Feel the Same - Fm Cut,Triple X (XXX),45TnjFNTnGkmM4WvXjXhwq,house,0.691,0.959,6,-4.765,0,0.0769,0.00602,2.31e-05,0.313,0.645,124.011,10
Praise You (Purple Disco Machine Remix) - Radio Edit,"Fatboy Slim, Purple Disco Machine",0h078RRiZ0cGTG8XOgbqkE,house,0.813,0.782,1,-5.764,1,0.0341,0.0474,0.279,0.0577,0.811,120.988,22
Das Boot (V2),U96,6E0ylsJ0ZMGWf8nlcITrox,house,0.605,0.948,2,-5.76,0,0.0335,0.000949,0.458,0.139,0.286,122.731,24
Babarabatiri - Tee's Latin Mix,Gypsymen,5vFphjxzhmGbyWfaDYab2H,house,0.894,0.896,1,-5.683,1,0.0859,0.000343,0.177,0.0558,0.541,124.986,22
Every Song,"Duvall, bshp",3dAA50t3wpL7SrkhbPD66e,house,0.751,0.864,10,-3.848,0,0.0466,0.146,1.29e-05,0.0679,0.709,119.937,12
Full Moon (feat. Common),"Armand Van Helden, Common",4QBPUGy6nMYxDraOnXOmo9,house,0.901,0.714,11,-6.492,0,0.168,0.0016,0.0331,0.148,0.867,117.946,12
I Don't Care,Wade,72kxhK2W12FYX5rfyhayJB,house,0.838,0.754,9,-6.867,1,0.0952,0.000337,0.185,0.0781,0.919,126.017,19
Hold Me Up (feat. Jocelyn Brown) - Riva Starr Tangerine Funk Vocal Mix,"Junior Jack, Glory, Jocelyn Brown, Riva Starr",66BwRV5VYNVmYLH2oJdrA1,house,0.811,0.833,6,-5.629,1,0.0712,0.0788,2.51e-06,0.566,0.784,126.01,17
My Love (feat. Jess Glynne),"Route 94, Jess Glynne",61UQzeiIluhpzpMdY4ag3q,house,0.814,0.622,8,-7.573,1,0.0492,0.000132,0.72,0.0658,0.726,119.976,15
Makin' Happy - Hurley’s Happy House Mix,"Crystal Waters, Steve ""Silk"" Hurley",5vDMbf8GHZhbyqxBLy5PKp,house,0.79,0.692,6,-9.026,0,0.0385,0.00486,0.139,0.316,0.892,120.018,10
The Power,SNAP!,0nQLxiNGbbUoSGrxksETLm,house,0.74,0.88,0,-7.693,1,0.0624,0.0434,0.00803,0.341,0.707,108.899,22
Love Foolosophy - Knee Deep's Re-Edit,Jamiroquai,0LE5KtL2PcW6YrIRvTZrW9,house,0.777,0.753,11,-5.345,0,0.0415,0.000225,0.156,0.0828,0.623,129.275,12
Treat You Right,"Dead Space, G. Felix",26YH7xhN3AiTE8bwQ1mjMc,house,0.761,0.925,6,-5.873,0,0.0403,0.137,0.555,0.17,0.89,126.001,5
Closer Than Close (Mentor Remake),Rosie Gaines,6q8RhZuuQ84VOySjDurp56,house,0.8,0.737,9,-10.538,1,0.0844,0.00152,0.296,0.058,0.406,121.02,2
Push The Feeling On - Radio Mix,Nightcrawlers,5FgksYa3NCAO9ggJTuD5Q7,house,0.792,0.5,6,-13.111,0,0.032,0.0334,9.96e-06,0.164,0.817,123.01,12
Change,"Supernova, Mr. V",3eakl8fquogdaoWIccv8SB,house,0.7,0.842,11,-7.917,0,0.0417,0.00922,0.65,0.331,0.327,127.022,24
Love Can't Turn Around - Long Mix,Darryl Pandy,5fdTwK3LSGRIoboPYv5xQ1,house,0.687,0.864,10,-6.432,1,0.114,0.0024,2.69e-05,0.705,0.753,122.348,17
Witch Doktor - The Dark Ages Mix,Armand Van Helden,2QrcjPTkg4u4xZ2EgCOTrN,house,0.767,0.932,8,-4.887,1,0.0847,0.0587,0.662,0.119,0.151,124.993,9
Emperor,"Ali Love, Kali",6xfVShP410vNrQj4ZslMax,house,0.876,0.623,6,-7.439,0,0.126,0.00236,0.737,0.195,0.739,117.356,5
Feelin U - Extended Mix,"Mischa Daniels, Dennis Christopher, Daisy",3LFVCRzwUxMZArESi8Uhhe,house,0.649,0.919,6,-6.446,1,0.0448,0.00498,0.504,0.354,0.588,124.974,15
Fall For You (feat. April) - Sandy Rivera's Classic Mix,"Kings Of Tomorrow, April",1xq143jWvrvAkMfYGWWQbN,house,0.902,0.324,7,-7.289,0,0.0485,0.00218,0.0054,0.146,0.604,123.002,11
Pump It Up - Jax Jones Midnight Snacks Remix,"Endor, Jax Jones",0DwycsushXa3O33U73v6jb,house,0.792,0.848,7,-9.335,1,0.0522,0.0206,0.806,0.0956,0.578,125.0,15
Alienation,Infinity Ink,1rvFDRo29enblCVxppqbUV,house,0.8,0.68,6,-8.699,1,0.0683,0.000524,0.694,0.0875,0.723,123.969,15
New Life,Dennis Cruz,12C8SfWGuozI2O1hUy2ucw,house,0.914,0.518,7,-9.132,1,0.0726,0.00154,0.719,0.0506,0.231,123.007,9
Dopamine Machine,"CamelPhat, Ali Love",6fOyIZOAcQ3vkPg6bB8MGD,house,0.784,0.903,10,-7.304,0,0.0423,0.0077,0.00028,0.291,0.405,124.019,10
Treat ‘Em Right,Soundbluntz,0v0zmh3H5ReHWMP8PS0naK,house,0.82,0.82,1,-5.98,1,0.137,0.00381,0.0792,0.0461,0.449,122.0,22
Just The Way You Are - Full Intention Radio Mix,"Milky, Full Intention",4iyN5nkgd47yGqGOto8qLQ,house,0.681,0.809,3,-6.553,1,0.0286,0.000538,4.05e-05,0.218,0.935,128.016,22
Gabriel - Live Garage Mix,"Roy Davis Jr., Peven Everett",6fSdR81YvNG8Wo6i2ytLPR,house,0.829,0.332,11,-13.837,0,0.047,0.0125,0.294,0.0918,0.448,128.627,11
We Are Your Friends - Justice Vs Simian,"Justice, Simian",49ErwcBYfYRPNBdRuPvpYA,house,0.615,0.97,9,1.342,0,0.119,0.0104,0.384,0.178,0.507,122.993,12
The Warning - Inner Mix,Logic,1qf1m2SUfQ3nWJ2dY13XPy,house,0.842,0.844,0,-6.817,1,0.0504,0.0231,0.613,0.0651,0.666,120.233,22
Let the Music (Lift You Up) [feat. Rachel McFarlane],"Loveland, Rachel McFarlane",2U1sjPDhTroRLWI6ani8xa,house,0.634,0.889,2,-6.678,1,0.0284,0.0036,0.00125,0.337,0.834,130.014,22
What Do You Want (feat. Meshell Ndegeocello) - Rodriguez Jr. Remix Edit,"Miguel Migs, Meshell Ndegeocello",3qBxDmrYmwyhuaZDJT65ZL,house,0.785,0.632,10,-6.826,0,0.0427,0.00103,0.0139,0.0736,0.291,121.015,12
Get Down (feat. Kenny Dope & DJ Sneak & Terry Hunter & Tara McDonald) - Kenny Dope Mix,"Todd Terry All Stars, Kenny Dope, DJ Sneak, Terry Hunter, Tara Mcdonald",0xP5kC9fdXfKrgY2Dyp0sx,house,0.85,0.744,5,-7.121,0,0.0507,0.00298,0.0207,0.312,0.742,126.955,10
My Love - Radio Edit,Lou Van,2zUhaNdQYcP3y25SDV1CrQ,house,0.769,0.852,11,-6.093,0,0.0455,0.0381,0.458,0.0497,0.521,121.995,12
Hooked,Martin Ikin,1V56bmetq8AyiZIkfxg5XS,house,0.747,0.998,5,-5.934,1,0.0516,0.0207,0.705,0.058,0.724,125.989,15
In The Morning - Low Steppa's Main Mix,"Sannie, Low Steppa",2yN5YqxVm1RlOF7V5m0Hxq,house,0.681,0.913,9,-8.623,0,0.0362,0.000327,0.841,0.213,0.122,125.007,24
Burn So Deep (feat. April) - Sandy's Deep Burn,"Kings Of Tomorrow, April",26Rzu7ZqPyOrMKvQ1rnw1p,house,0.806,0.732,7,-4.712,1,0.0391,0.00371,0.203,0.0514,0.962,122.997,19
Put A Record On,Matt Sassari,2W5TiNWmvk0bGqgtaQOma1,house,0.823,0.925,2,-5.842,1,0.0479,0.00448,0.14,0.113,0.75,125.016,22
Long Time,Inland Knights,0aL1q5gHjPg9Zd01jBTM9g,house,0.801,0.964,7,-11.209,1,0.0569,0.00032,0.938,0.137,0.757,122.028,15
Breathe In - Sammy Porter Remix,"French Braids, Tailor, Sammy Porter",1A1oFuO542z9B4FRG9y9gW,house,0.766,0.806,6,-6.473,0,0.0347,0.00608,0.0128,0.071,0.351,125.0,11
Your Body - Andy Van Remix Video Edit,"Tom Novy, Michael Marshall",6kN799lUEuMI0xogqYIBeI,house,0.711,0.947,5,-6.539,1,0.0539,0.00433,0.556,0.824,0.938,127.791,21
